event_id,event_type,user_id,product_id,order_id,price,event_time,processing_time
1c793241-f4d3-4458-9ba6-80cfbc7d7920,purchase,user_4,product_2,bb2ae7e2-250c-4402-a2e0-55eec3263fa0,128,2026-07-01T16:04:08.326433,2026-07-01T16:04:08.326455
dd81322c-ab0d-47f4-9f1c-daa06573e30b,view,user_7,product_4,b168638e-a5cd-48c8-bdcd-612753db2cca,665,2026-07-01T16:04:09.338812,2026-07-01T16:04:09.338826
d0003939-7a32-4b09-bd0b-a5c691f81d85,refund,user_3,product_3,656f6a6d-5ffb-4efb-b0dd-6b04ec8f4cfb,524,2026-07-01T16:04:10.344852,2026-07-01T16:04:10.344868
74b0e254-0ad9-40ca-99de-f6687d4ec4c3,purchase,user_8,product_2,916a998a-76ab-4ace-8d91-2d278435721b,377,2026-07-01T16:04:11.354828,2026-07-01T16:04:11.354846
5792743c-9175-4698-aebd-117130ed86e2,refund,user_2,product_4,ff75c7c6-ee92-484c-9dbf-04343333aa42,358,2026-07-01T16:04:12.364147,2026-07-01T16:04:12.364166
fa6d03e2-e4a5-427e-b1fa-f5afe543f042,view,user_2,product_2,2614168d-6536-4923-9c06-98e672f02416,419,2026-07-01T16:04:13.373700,2026-07-01T16:04:13.373720
0164ea86-a7f8-4568-ac99-5e8f977cad08,purchase,user_8,product_1,3a54d2be-28f0-4db8-b893-bc6793d3f373,269,2026-07-01T16:04:14.387018,2026-07-01T16:04:14.387037
04f978ad-10ea-4429-b680-d71f48b86389,purchase,user_3,product_1,865c09c2-b5c9-4e01-85d8-08bf1209f6ac,945,2026-07-01T16:04:15.396247,2026-07-01T16:04:15.396267
0f1acf68-3210-4557-945a-1c5423834c5c,view,user_8,product_1,832ab150-58af-4b46-97ab-1a9106a0146e,641,2026-07-01T16:04:16.407188,2026-07-01T16:04:16.407205
6a9b5be8-0ae2-4774-8396-71dfc862d456,view,user_4,product_4,d36a7f9a-9cfd-4b6e-8ea4-8c040264082a,896,2026-07-01T16:04:17.419747,2026-07-01T16:04:17.419766
