event_id,event_type,user_id,product_id,order_id,price,event_time,processing_time
37ce5683-d480-4f2a-9464-28ff9e53be95,view,user_6,product_5,f0f5da9d-2945-43c2-9d89-c68f83ca3ca7,110,2026-04-16T18:54:35.714538,2026-04-16T18:54:35.714570
87f82cc1-5da2-4520-a234-b022f45a5826,refund,user_3,product_4,aa9997bb-22c2-455f-8b8f-f84889aa83a2,667,2026-04-16T18:54:36.837582,2026-04-16T18:54:36.837594
548c9ebd-bcc1-4c13-8712-e18a88fb967a,view,user_1,product_4,698e4b23-9ec4-4f48-800d-01f16e8b15ba,559,2026-04-16T18:54:37.842942,2026-04-16T18:54:37.842953
95336b17-09ad-4b9c-a0dc-02055e986a44,purchase,user_9,product_2,bde29bb0-3820-45de-881b-4af3995ff382,661,2026-04-16T18:54:38.848752,2026-04-16T18:54:38.848764
9e59dbe4-95aa-4298-8779-4ffa9b97b691,refund,user_10,product_4,2fa6fca4-d90f-46f5-924d-3d8b2890df11,398,2026-04-16T18:54:39.856091,2026-04-16T18:54:39.856109
2b6739a1-8e19-45b1-82b9-ea3d409d9357,refund,user_8,product_3,d127dc33-1e99-4722-92a6-74bf448bd305,950,2026-04-16T18:54:40.864504,2026-04-16T18:54:40.864521
bd65e72d-e984-41e3-9f2e-bacbcbf4ebc8,view,user_3,product_2,e1d5edb5-0075-4169-a082-fdf1326a8f28,579,2026-04-16T18:54:41.872668,2026-04-16T18:54:41.872720
61ff81b9-0f8f-4ea2-a6ad-97b75aeb3cb2,refund,user_1,product_2,7e9ab0c7-ead6-42d4-bb7e-4aaa96451d1a,471,2026-04-16T18:54:42.881026,2026-04-16T18:54:42.881046
0a277862-b510-4aa7-9cd1-c676c07ca9e9,refund,user_8,product_4,a61fd21f-8192-4003-bd4d-a5a433d09945,878,2026-04-16T18:54:43.890485,2026-04-16T18:54:43.890499
d42a5a5b-ce4f-4e6c-9b50-731aac0b3dae,refund,user_4,product_3,9067e0b5-e638-44b2-bd61-8fadc5bf7b35,892,2026-04-16T18:54:44.895451,2026-04-16T18:54:44.895469
8d97b7a4-619a-43f2-bcef-9bb12732fc12,refund,user_10,product_3,5ce0da66-f11c-47bb-ad90-7bf47ba0b7e3,657,2026-04-16T18:54:45.905234,2026-04-16T18:54:45.905246
62b2766e-67b9-42f4-84d1-62a2a5ba4153,view,user_7,product_1,0ef91773-6a08-4d41-a904-2e4cfe42ad22,898,2026-04-16T18:54:46.910519,2026-04-16T18:54:46.910534
c0fda0bc-36f0-4962-a5da-5327b84fedd5,view,user_3,product_1,9cf0eb2c-6112-43cd-8bd5-f4d3346ac4f6,409,2026-04-16T18:54:47.916347,2026-04-16T18:54:47.916357
684ad216-f3cc-4a86-ace6-3d9c912f2827,refund,user_8,product_3,23423f7f-404c-43a9-9258-90f1ecbf329f,757,2026-04-16T18:54:48.920426,2026-04-16T18:54:48.920435
c9bc3b40-509b-4a1f-83a7-ad6abb96ae6d,view,user_9,product_3,e4f30505-c15a-4310-ade5-8b5129463f17,861,2026-04-16T18:54:49.925306,2026-04-16T18:54:49.925321
