event_id,event_type,user_id,product_id,order_id,price,event_time,processing_time
a7d55c8a-6ab5-4aed-a670-8d586e00a9d4,refund,user_1,product_3,310e2c0d-f94b-4999-9874-88d1c6e8cc7a,571,2026-03-04T21:22:43.207048,2026-03-04T21:22:43.207048
82d6e669-fc60-4480-9363-bfad01a5cc91,refund,user_6,product_4,0b8e680a-416a-4da7-959a-46107e64816e,176,2026-03-04T21:22:44.214551,2026-03-04T21:22:44.214551
f7d726b2-e1d8-4142-9739-bfc383e51966,purchase,user_8,product_3,2f3375d7-5250-4442-adcf-b517a37ef111,771,2026-03-04T21:22:45.221645,2026-03-04T21:22:45.221645
f741d0da-9ab0-4723-88e5-f261014d9a01,refund,user_7,product_1,80663bec-856d-4108-aef6-2721afa719d6,912,2026-03-04T21:22:46.225347,2026-03-04T21:22:46.225347
87bd0649-2dc7-4668-8df2-f97f4829f108,purchase,user_4,product_4,d1a3f8cc-27ac-42a3-888e-0c8a3c13df9a,583,2026-03-04T21:22:47.232303,2026-03-04T21:22:47.232303
77288cea-e4d6-4734-8e84-c594d27c226a,purchase,user_9,product_5,9b5971ec-b841-49f4-999a-cfe431ff523e,393,2026-03-04T21:22:48.239292,2026-03-04T21:22:48.239292
1dd04b1a-da9c-45c0-a072-bb5ccf44c2fc,refund,user_2,product_1,45719b79-7e87-44dd-80e8-5cf77d12cd1a,223,2026-03-04T21:22:49.247408,2026-03-04T21:22:49.247408
bff3dae1-ed29-400b-8a77-8b966bfd8244,refund,user_2,product_1,4fbd2ae6-e904-4f49-a1ba-af262ed3abb7,816,2026-03-04T21:22:51.264410,2026-03-04T21:22:51.264410
1209dd67-3433-43d7-bc87-4e5987d59620,purchase,user_7,product_1,db5db6c1-be3f-4b8f-82c4-f5360787b76e,200,2026-03-04T21:22:52.273652,2026-03-04T21:22:52.273652
1d303734-7f21-4150-8b2a-3618847f2d68,purchase,user_3,product_1,48d1705d-ecdb-43f4-8e9f-9f11318ad9fb,769,2026-03-04T21:22:53.282117,2026-03-04T21:22:53.282117
9d86b250-f8b7-4e7c-b2d0-5a34cb3497c7,purchase,user_2,product_4,f0b7558f-450b-45f8-b7f3-49c951badd4f,920,2026-03-04T21:22:54.289291,2026-03-04T21:22:54.289291
cd4c5043-a8b2-4929-9e1d-2959fbbdee7e,purchase,user_2,product_2,67e77dc9-a6d5-40db-b5ae-2115794a15fb,820,2026-03-04T21:22:56.301873,2026-03-04T21:22:56.301873
df232a2a-efd9-479a-ad55-980a2ec57d70,purchase,user_7,product_4,fe8b1f7f-0a6a-481d-8a3b-979a8a754a66,342,2026-03-04T21:22:57.307569,2026-03-04T21:22:57.307569
f875ab43-e0da-4f32-b892-3c8fe83899fa,refund,user_7,product_4,ddb5358b-4d2f-4dfa-b32c-82c0e836cb92,163,2026-03-04T21:22:59.321249,2026-03-04T21:22:59.321249
188fed1b-9bfe-4e99-87e1-3e321ffecad0,purchase,user_7,product_3,65717649-0f0c-4031-b008-397509279112,876,2026-03-04T21:23:00.327169,2026-03-04T21:23:00.327169
9fbe27c1-f70e-4882-8983-6b4b1df98c8f,purchase,user_3,product_3,c124e57c-17d3-4db4-8fd4-e106a9f398e9,342,2026-03-04T21:23:01.334127,2026-03-04T21:23:01.334127
c82c7a64-c15e-49ba-a906-3cdfbe151ba9,refund,user_9,product_5,ef2a390a-a28e-49ce-ab61-e0c22e399d3f,710,2026-03-04T21:23:02.339993,2026-03-04T21:23:02.339993
c51510fa-33a0-4b89-9fe1-b7fcb6c49452,purchase,user_3,product_2,ee56b979-5f1d-4b9a-add9-16efa52ae6ce,213,2026-03-04T21:23:04.355270,2026-03-04T21:23:04.355270
eb17a25f-ddb3-4f4e-b684-ff7d3ed8e021,refund,user_3,product_3,2de84b64-df0a-47f1-b986-1502a8b182d5,905,2026-03-04T21:23:05.361310,2026-03-04T21:23:05.361310
01841822-2576-4725-8983-0e3c45cc2595,refund,user_5,product_5,e4e0d566-1159-4aeb-bfec-66d18de38432,213,2026-03-04T21:23:06.365224,2026-03-04T21:23:06.365224
392d49c4-743a-487e-baeb-a99a2e8156c8,refund,user_1,product_4,2ca0f0d4-b386-4e11-938c-beb5446d8384,833,2026-03-04T21:23:07.375213,2026-03-04T21:23:07.375213
dad4a849-2edd-4d75-b8c5-84bf863ae8af,purchase,user_2,product_2,228731bf-ac4d-4aeb-b5a3-e7b612e7c8a6,716,2026-03-04T21:23:08.381684,2026-03-04T21:23:08.381684
ac84466f-0e9b-4db1-8c19-94415df64d4c,purchase,user_6,product_3,782faea0-94b8-4bd6-b0f4-7b6ec83733c5,155,2026-03-04T21:23:09.385958,2026-03-04T21:23:09.385958
5be61141-b608-4b6c-9814-2a6b1c211d80,purchase,user_9,product_4,247265a0-5977-4bec-88d6-f95106080fdd,248,2026-03-04T21:23:10.392777,2026-03-04T21:23:10.392777
0b7d90b0-2150-4e33-a9a4-947b8a6c449b,purchase,user_5,product_3,caac9cce-bf73-4fce-ab52-e3ac907a4bc3,232,2026-03-04T21:23:11.399931,2026-03-04T21:23:11.399931
