event_id,event_type,user_id,product_id,order_id,price,event_time,processing_time
e363713f-92f4-4312-9439-e3e79d165cd7,view,user_7,product_3,6b4b69b5-34f4-4214-b7c5-22d89cf13a50,605,2026-07-01T16:04:38.629877,2026-07-01T16:04:38.629900
bc3257e8-dfa2-4d6d-8d0a-0f5cd84249c2,refund,user_3,product_3,6c601025-51bb-4b83-bf61-5d6a60683771,465,2026-07-01T16:04:39.645067,2026-07-01T16:04:39.645090
2a6c75e4-3e35-4d19-b868-7652ebf8cb4e,refund,user_9,product_4,ea6d55c3-f5fe-42a9-a540-2d6c9d507f83,582,2026-07-01T16:04:40.658258,2026-07-01T16:04:40.658281
e1f35667-01c1-47bd-9a1a-5a53624049be,refund,user_5,product_3,ee2b8dfc-149f-4c7b-9aa5-10cb940a8321,392,2026-07-01T16:04:41.669869,2026-07-01T16:04:41.669885
14568532-18f8-43a9-ba43-b75f3c823762,purchase,user_7,product_1,f905d85a-c19c-46bd-9f00-b34d8a815662,661,2026-07-01T16:04:42.679255,2026-07-01T16:04:42.679279
bbc9fb20-db55-49c0-a260-dfb6c2c3091f,view,user_2,product_5,0db55f99-ab81-46f1-a957-7b33384d059f,795,2026-07-01T16:04:43.692095,2026-07-01T16:04:43.692118
9e25dab7-a5a3-4ca2-863a-78e26e89b7d3,purchase,user_8,product_3,04cc76cd-7b66-42e6-94e7-d88b1a7bf983,292,2026-07-01T16:04:44.706178,2026-07-01T16:04:44.706196
5deb185b-400e-474e-a536-057e388a8d33,refund,user_1,product_4,53113860-9317-4a60-af33-302fc09df9fd,881,2026-07-01T16:04:45.713225,2026-07-01T16:04:45.713243
e225a685-d628-431a-b74d-3fccd3ec0b44,refund,user_3,product_1,dcddd9f0-bb97-46e3-af2e-d748d8817bd2,281,2026-07-01T16:04:46.726007,2026-07-01T16:04:46.726098
3b40bf9c-5c35-4c2b-8f93-6caf59244726,view,user_3,product_3,fb0a8a60-d2f1-42c3-811e-90d9ce1979ee,349,2026-07-01T16:04:47.738348,2026-07-01T16:04:47.738372
