event_id,event_type,user_id,product_id,order_id,price,event_time,processing_time
9a825221-b815-470d-bebd-c3ad7dcd4d8c,view,user_5,product_2,e646cf9c-c99b-4fba-9507-384ab937dee0,686,2026-07-01T15:41:58.095239,2026-07-01T15:41:58.095297
4384bde8-8c63-453d-a74d-b7cb18400c8d,refund,user_2,product_4,51b89ccd-ab15-4e83-9adb-ee50bd429a38,942,2026-07-01T15:41:59.731013,2026-07-01T15:41:59.731033
8f5543eb-38bf-4caa-81a4-f04422258189,purchase,user_7,product_4,d7e29750-faff-435d-b604-c3c71a09915a,925,2026-07-01T15:42:00.743355,2026-07-01T15:42:00.743371
4fcab0dc-2984-4053-bf93-a7341b34914f,purchase,user_1,product_4,7806dbf4-8ba9-4721-94d8-a2df565c113f,652,2026-07-01T15:42:01.755151,2026-07-01T15:42:01.755164
be407610-d5cd-4a4e-a20a-7f5aaedc3e92,refund,user_8,product_5,06bab056-fb87-4a2e-ba0f-9fdca87dfae7,504,2026-07-01T16:03:45.912419,2026-07-01T16:03:45.912449
d758d9cb-4eb0-4334-a9bb-29fb009bd2dd,refund,user_2,product_4,696186da-4d13-4b65-8d69-88eebdfd771a,167,2026-07-01T16:03:47.057386,2026-07-01T16:03:47.057397
04f9bd6b-b83d-4e07-b92b-957642020f4f,refund,user_1,product_1,e68d579d-7043-416e-bf76-493bf3f65046,166,2026-07-01T16:03:48.066413,2026-07-01T16:03:48.066426
bbe3c6da-7724-4497-83e7-c752b4572189,refund,user_10,product_4,62224583-edd6-439c-9121-ae94ec9317b1,941,2026-07-01T16:03:49.076804,2026-07-01T16:03:49.076820
79cbf8d4-4364-4c8b-a1aa-4fbd9e927cd9,view,user_10,product_3,169efd81-7957-46ab-bb3f-a5aba0dbb73f,226,2026-07-01T16:03:50.088326,2026-07-01T16:03:50.088343
f994fcf3-f61f-4dd3-89e4-0729fb0d3463,refund,user_6,product_2,cbd4e573-bf6f-4336-b6d8-0ef511972618,204,2026-07-01T16:03:51.096800,2026-07-01T16:03:51.096820
ed382701-487c-4726-b7b7-c4f6abb3087d,view,user_5,product_5,edcec9ed-6cba-4121-a366-cde7591c3755,360,2026-07-01T16:03:52.107881,2026-07-01T16:03:52.107904
5dfdc2b7-2813-4c21-b7c6-a47c87d8dc42,view,user_1,product_5,61357041-934f-42ef-a377-53db89a10d70,548,2026-07-01T16:03:53.120127,2026-07-01T16:03:53.120236
32c6a32c-beb3-460b-a264-af5f82ff6f94,refund,user_9,product_1,8e6a2e1f-4986-4050-ac79-2e6e861810a7,169,2026-07-01T16:03:54.135438,2026-07-01T16:03:54.135467
5d1bde2f-6847-4e63-8a77-945bed1d915f,purchase,user_6,product_1,f030dbc5-40a0-4fb8-a012-d2f3527225a4,684,2026-07-01T16:03:55.150760,2026-07-01T16:03:55.150785
8f33007e-5b92-4e48-b3de-5efe2ffad1c5,refund,user_4,product_4,bee2cbae-faeb-42be-a14e-4c5c379bb7c8,201,2026-07-01T16:03:56.166136,2026-07-01T16:03:56.166161
abf64dca-3ed0-4364-9705-dd6591abbead,purchase,user_7,product_5,c2b287bc-0640-45ec-b376-57989b1ad21f,258,2026-07-01T16:03:57.178592,2026-07-01T16:03:57.178624
e4419246-f5e4-410a-b7a2-7fc4f3bcdf48,purchase,user_8,product_2,83050561-e7ed-4f9d-91ba-771ebc557267,462,2026-07-01T16:03:58.194246,2026-07-01T16:03:58.194271
f0ad9b05-6a03-4350-a80a-48d6fb8dbd92,purchase,user_3,product_5,6d6bd4fb-424e-4684-8ad7-cda8a8665a57,604,2026-07-01T16:03:59.208506,2026-07-01T16:03:59.208527
bcabe4e4-3379-493d-924b-b02036ea8701,refund,user_8,product_1,60cf786e-8df0-4ed8-898c-2048261e6f41,625,2026-07-01T16:04:00.222098,2026-07-01T16:04:00.222119
b155ab06-c00d-4b6d-910b-b737890c504e,purchase,user_7,product_2,59b7a5b9-ab14-4b58-927b-34ce44c9619e,410,2026-07-01T16:04:01.236141,2026-07-01T16:04:01.236166
cd223ab3-f349-4dee-98d6-bdcdf6727cc1,purchase,user_2,product_2,65aa25dd-586b-4377-96c1-99f7ebc8e01d,391,2026-07-01T16:04:02.246997,2026-07-01T16:04:02.247020
d8bb8a77-edd6-4fa3-b829-3fc802733cb6,purchase,user_6,product_3,0cad12e3-1a8e-443d-8650-f03ee19c7e02,597,2026-07-01T16:04:03.262090,2026-07-01T16:04:03.262112
572154c6-3364-44af-a231-93e79a59bd6c,purchase,user_10,product_2,d4fb32cf-9af8-4493-9ec8-a681d0f227ec,653,2026-07-01T16:04:04.277277,2026-07-01T16:04:04.277298
4ba5b7fa-acf3-45e7-a685-ae11b9b882ee,refund,user_8,product_5,f6decf2e-21c3-4359-9651-fe0e1bc5e451,511,2026-07-01T16:04:05.286867,2026-07-01T16:04:05.286890
8bc99dbe-1361-4a5b-83fe-d32e533429ce,refund,user_5,product_5,33120e3f-3ec8-422f-87c4-5b6806b08909,129,2026-07-01T16:04:06.300952,2026-07-01T16:04:06.300976
efec7370-3d8d-46e7-b605-6040fdb90b32,refund,user_7,product_5,e6e25461-abff-413c-9fb2-3a05314e7e0f,983,2026-07-01T16:04:07.314271,2026-07-01T16:04:07.314293
1c793241-f4d3-4458-9ba6-80cfbc7d7920,purchase,user_4,product_2,bb2ae7e2-250c-4402-a2e0-55eec3263fa0,128,2026-07-01T16:04:08.326433,2026-07-01T16:04:08.326455
dd81322c-ab0d-47f4-9f1c-daa06573e30b,view,user_7,product_4,b168638e-a5cd-48c8-bdcd-612753db2cca,665,2026-07-01T16:04:09.338812,2026-07-01T16:04:09.338826
d0003939-7a32-4b09-bd0b-a5c691f81d85,refund,user_3,product_3,656f6a6d-5ffb-4efb-b0dd-6b04ec8f4cfb,524,2026-07-01T16:04:10.344852,2026-07-01T16:04:10.344868
74b0e254-0ad9-40ca-99de-f6687d4ec4c3,purchase,user_8,product_2,916a998a-76ab-4ace-8d91-2d278435721b,377,2026-07-01T16:04:11.354828,2026-07-01T16:04:11.354846
5792743c-9175-4698-aebd-117130ed86e2,refund,user_2,product_4,ff75c7c6-ee92-484c-9dbf-04343333aa42,358,2026-07-01T16:04:12.364147,2026-07-01T16:04:12.364166
fa6d03e2-e4a5-427e-b1fa-f5afe543f042,view,user_2,product_2,2614168d-6536-4923-9c06-98e672f02416,419,2026-07-01T16:04:13.373700,2026-07-01T16:04:13.373720
0164ea86-a7f8-4568-ac99-5e8f977cad08,purchase,user_8,product_1,3a54d2be-28f0-4db8-b893-bc6793d3f373,269,2026-07-01T16:04:14.387018,2026-07-01T16:04:14.387037
04f978ad-10ea-4429-b680-d71f48b86389,purchase,user_3,product_1,865c09c2-b5c9-4e01-85d8-08bf1209f6ac,945,2026-07-01T16:04:15.396247,2026-07-01T16:04:15.396267
0f1acf68-3210-4557-945a-1c5423834c5c,view,user_8,product_1,832ab150-58af-4b46-97ab-1a9106a0146e,641,2026-07-01T16:04:16.407188,2026-07-01T16:04:16.407205
6a9b5be8-0ae2-4774-8396-71dfc862d456,view,user_4,product_4,d36a7f9a-9cfd-4b6e-8ea4-8c040264082a,896,2026-07-01T16:04:17.419747,2026-07-01T16:04:17.419766
31f4c2fd-ea2f-4a13-b9ad-9b89c39a5317,refund,user_3,product_5,62ad49df-7639-4e53-b76e-ecc3fef52bed,187,2026-07-01T16:04:18.428964,2026-07-01T16:04:18.428983
c929e0bc-c3e5-4629-bc84-1f783e662b05,view,user_2,product_3,79394f46-3470-4a97-bf28-8e7d3eac9d6c,536,2026-07-01T16:04:19.439635,2026-07-01T16:04:19.439652
506c778b-44a3-4f34-b5b4-c4f622154e70,refund,user_5,product_5,10c7c79f-fd90-4e92-b545-350bcfed78fb,735,2026-07-01T16:04:20.448799,2026-07-01T16:04:20.448816
b04460da-5278-4c61-9aba-686c40cbbacc,view,user_7,product_4,55f8f136-83a3-4a11-9e81-6e1598ebbf50,896,2026-07-01T16:04:21.455443,2026-07-01T16:04:21.455464
4a0d3055-6d01-4561-81b8-fe9a747121a5,view,user_2,product_3,6a4ece45-a3b9-4dce-8cb0-87c5618b9c48,927,2026-07-01T16:04:22.464949,2026-07-01T16:04:22.464970
1d8eed74-776f-4a07-9a87-eae5e9629c76,refund,user_8,product_2,72609a41-a705-4d48-a9b8-37eb7b48218f,791,2026-07-01T16:04:23.473653,2026-07-01T16:04:23.473675
3aa8b074-8503-40aa-9908-c05f4e3f7c57,purchase,user_10,product_1,ce01d771-63d2-4e9b-90ce-c58abb9fdcb6,741,2026-07-01T16:04:24.485707,2026-07-01T16:04:24.485731
2d14d004-0bb6-4c88-a796-4b2a60f1e289,refund,user_5,product_2,e8ea9440-3944-4c39-9582-c4c6fdd2afaa,437,2026-07-01T16:04:25.496465,2026-07-01T16:04:25.496481
7e0ed46f-22ce-4556-99fb-ef873ef27354,view,user_6,product_2,6ed21dea-33c5-47f2-9d39-e1736ba8ddcc,580,2026-07-01T16:04:26.503918,2026-07-01T16:04:26.503935
19afa882-d38a-4d3c-893f-333d83b4cbba,purchase,user_7,product_5,34d7e6c7-7455-4eb4-858e-92f9e1f7e32a,500,2026-07-01T16:04:27.518083,2026-07-01T16:04:27.518100
3d211602-e952-4747-b932-04f023cd8fea,refund,user_6,product_1,18548940-4e91-4875-9aa8-98e1115aca3c,941,2026-07-01T16:04:28.526670,2026-07-01T16:04:28.526688
e5a281aa-ba6b-4da5-9780-5daa6eb587f2,refund,user_2,product_2,0a681800-72af-46d0-9e2a-a087cd0a463e,326,2026-07-01T16:04:29.538374,2026-07-01T16:04:29.538397
325a4d10-1493-4397-b1e1-9848dda1f466,view,user_9,product_2,96635b22-b304-4e3d-94da-98b54e9cd37a,783,2026-07-01T16:04:30.546508,2026-07-01T16:04:30.546524
72416886-6f3e-4a4c-b60f-9fd9b4b614f0,view,user_9,product_5,9e81b83d-7f3d-4ff0-8e6c-682fbb47045b,933,2026-07-01T16:04:31.554330,2026-07-01T16:04:31.554352
bb8d3952-1629-499b-b00d-bcf076aff4d4,purchase,user_7,product_1,0bf628c7-d71f-4bf2-95c6-10a34bafa522,810,2026-07-01T16:04:32.562763,2026-07-01T16:04:32.562782
8405ec45-5803-495e-8890-a790adc25611,refund,user_7,product_5,bf5e9ef3-c264-4b1c-8e87-18c573d33dcb,671,2026-07-01T16:04:33.570684,2026-07-01T16:04:33.570707
dc1e2afa-fd2c-4787-9fe4-d9db30c65523,purchase,user_2,product_3,639302d1-5747-4362-afe6-63c12c0a4ad6,636,2026-07-01T16:04:34.583488,2026-07-01T16:04:34.583502
ad627ecb-4526-4399-92e1-eb13dce56486,purchase,user_8,product_2,1e67de6f-e596-425a-b492-8c028db70945,324,2026-07-01T16:04:35.595220,2026-07-01T16:04:35.595246
0bb21505-abc7-4470-b12f-49d28a2fd19d,refund,user_1,product_4,602614d6-6494-4c3e-beb1-3244ee3c7b94,456,2026-07-01T16:04:36.607108,2026-07-01T16:04:36.607131
2a449153-27dd-41a3-bcc9-0af3e62157d4,purchase,user_6,product_2,520da87b-b62e-4e49-807e-52623beb059e,167,2026-07-01T16:04:37.618673,2026-07-01T16:04:37.618695
e363713f-92f4-4312-9439-e3e79d165cd7,view,user_7,product_3,6b4b69b5-34f4-4214-b7c5-22d89cf13a50,605,2026-07-01T16:04:38.629877,2026-07-01T16:04:38.629900
bc3257e8-dfa2-4d6d-8d0a-0f5cd84249c2,refund,user_3,product_3,6c601025-51bb-4b83-bf61-5d6a60683771,465,2026-07-01T16:04:39.645067,2026-07-01T16:04:39.645090
2a6c75e4-3e35-4d19-b868-7652ebf8cb4e,refund,user_9,product_4,ea6d55c3-f5fe-42a9-a540-2d6c9d507f83,582,2026-07-01T16:04:40.658258,2026-07-01T16:04:40.658281
e1f35667-01c1-47bd-9a1a-5a53624049be,refund,user_5,product_3,ee2b8dfc-149f-4c7b-9aa5-10cb940a8321,392,2026-07-01T16:04:41.669869,2026-07-01T16:04:41.669885
14568532-18f8-43a9-ba43-b75f3c823762,purchase,user_7,product_1,f905d85a-c19c-46bd-9f00-b34d8a815662,661,2026-07-01T16:04:42.679255,2026-07-01T16:04:42.679279
bbc9fb20-db55-49c0-a260-dfb6c2c3091f,view,user_2,product_5,0db55f99-ab81-46f1-a957-7b33384d059f,795,2026-07-01T16:04:43.692095,2026-07-01T16:04:43.692118
