event_id,event_type,user_id,product_id,order_id,price,event_time,processing_time
15af66e4-ab0f-4c53-8456-00f37f098431,purchase,user_1,product_5,7aec1866-58ff-4165-9cce-642e5903562e,162,2026-05-27T15:21:07.154410,2026-05-27T15:21:07.154430
02749f9f-e723-468c-97ea-fb6a24ab2015,view,user_2,product_4,dfb7aa44-ba91-448f-aa3e-9926e0e7cdc0,722,2026-05-27T15:21:08.165605,2026-05-27T15:21:08.165628
e5d10a6d-b41c-439d-ae53-69c9ca3663b1,purchase,user_10,product_5,fdb1ada2-0198-47a1-b07d-0a7c520a0d11,908,2026-05-27T15:21:09.178964,2026-05-27T15:21:09.179000
c1a2367f-a91e-44cc-b191-644bb6eaa491,refund,user_5,product_5,29a69c5f-0c1b-49b2-b8b6-bd7150ad1a72,710,2026-05-27T15:21:10.189337,2026-05-27T15:21:10.189355
28326c8e-bee8-42b3-a8ff-238feef5d13c,refund,user_9,product_3,80297dfe-ed56-4696-880d-9000bb9e95ff,574,2026-05-27T15:21:11.200173,2026-05-27T15:21:11.200247
f3445311-c3ec-48cf-80d8-e2dd4c15d51a,refund,user_10,product_4,12c04577-2062-4f04-a1de-73979c983bf1,721,2026-05-27T15:21:12.210154,2026-05-27T15:21:12.210174
eed1045b-1733-4d12-aae0-e443b2addf71,view,user_4,product_2,25a76724-3b8b-4753-b06a-d145fe0499d3,511,2026-05-27T15:21:13.220157,2026-05-27T15:21:13.220175
686918a2-55af-4855-923d-46bbb353e0b8,view,user_10,product_3,75e8f39e-d1fe-442d-8e91-ae1e30fc7e0f,647,2026-05-27T15:21:14.230685,2026-05-27T15:21:14.230701
40f2fc5a-1143-4d11-937d-03c69190fa86,refund,user_3,product_1,c62ae43b-abde-44ae-a730-ab548fd0934b,777,2026-05-27T15:21:15.236321,2026-05-27T15:21:15.236337
11d69d60-54c9-4268-9801-c4fccb39df6a,view,user_6,product_1,7341af97-7339-4774-a1c8-61dac1fe7591,881,2026-05-27T15:21:16.243259,2026-05-27T15:21:16.243303
ff130bba-8990-4d82-996c-aa32ef7e33c6,purchase,user_2,product_3,d8986558-b93c-48c7-a01b-ae150b6eb72c,340,2026-05-27T15:21:17.251608,2026-05-27T15:21:17.251620
